Ensembl,Transcript,Gene,Chromosome,TSS_start,Base,TSS_end,Strand
ENSG00000054267,ENST00000264183,ARID4B,chr1,235491033,235491533,235492033,-
ENSG00000152904,ENST00000282841,GGPS1,chr1,235491385,235491885,235492385,+
ENSG00000116957,ENST00000406207,TBCE,chr1,235530175,235530675,235531175,+
ENSG00000162885,ENST00000366600,B3GALNT2,chr1,235667282,235667782,235668282,-
ENSG00000168243,ENST00000391854,GNG4,chr1,235812794,235813294,235813794,-
ENSG00000143669,ENST00000389793,LYST,chr1,236029721,236030221,236030721,-
ENSG00000116962,ENST00000264187,NID1,chr1,236227963,236228463,236228963,-
ENSG00000077585,ENST00000366592,GPR137B,chr1,236305332,236305832,236306332,+
ENSG00000086619,ENST00000354619,ERO1B,chr1,236444786,236445286,236445786,-
ENSG00000186197,ENST00000334232,EDARADD,chr1,236557078,236557578,236558078,+
ENSG00000116977,ENST00000526589,LGALS8,chr1,236681073,236681573,236682073,+
ENSG00000119285,ENST00000366582,HEATR1,chr1,236767305,236767805,236768305,-
ENSG00000077522,ENST00000366578,ACTN2,chr1,236849308,236849808,236850308,+
ENSG00000116984,ENST00000366577,MTR,chr1,236958110,236958610,236959110,+
ENSG00000244020,ENST00000464121,MT1HL1,chr1,237167219,237167719,237168219,-
ENSG00000198626,ENST00000366574,RYR2,chr1,237205005,237205505,237206005,+
ENSG00000116996,ENST00000611898,ZP4,chr1,238053723,238054223,238054723,-
ENSG00000270188,ENST00000604646,MTRNR2L11,chr1,238108076,238108576,238109076,-
ENSG00000133019,ENST00000255380,CHRM3,chr1,239791873,239792373,239792873,+
ENSG00000155816,ENST00000319653,FMN2,chr1,240254680,240255180,240255680,+
ENSG00000268365,ENST00000596886,AL646016.1,chr1,240643005,240643505,240644005,-
ENSG00000180875,ENST00000318160,GREM2,chr1,240774950,240775450,240775950,-
ENSG00000182901,ENST00000366565,RGS7,chr1,241520031,241520531,241521031,-
ENSG00000091483,ENST00000366560,FH,chr1,241682562,241683062,241683562,-
ENSG00000117009,ENST00000366559,KMO,chr1,241694934,241695434,241695934,+
ENSG00000203668,ENST00000366553,CHML,chr1,241803057,241803557,241804057,-
ENSG00000054277,ENST00000366554,OPN3,chr1,241803164,241803664,241804164,-
ENSG00000162843,ENST00000366552,WDR64,chr1,241815080,241815580,241816080,+
ENSG00000174371,ENST00000366548,EXO1,chr1,242010982,242011482,242011982,+
ENSG00000196289,ENST00000419583,BECN2,chr1,242120569,242121069,242121569,+
ENSG00000197769,ENST00000357246,MAP1LC3C,chr1,242161876,242162376,242162876,-
ENSG00000180287,ENST00000536534,PLD5,chr1,242687321,242687821,242688321,-
ENSG00000269795,ENST00000596590,AC092782.1,chr1,243387558,243388058,243388558,+
ENSG00000143702,ENST00000366542,CEP170,chr1,243417853,243418353,243418853,-
ENSG00000054282,ENST00000366541,SDCCAG8,chr1,243418858,243419358,243419858,+
ENSG00000117020,ENST00000263826,AKT3,chr1,244006085,244006585,244007085,-
ENSG00000179456,ENST00000358704,ZBTB18,chr1,244214085,244214585,244215085,+
ENSG00000268146,ENST00000598000,AL590483.1,chr1,244227132,244227632,244228132,+
ENSG00000173728,ENST00000308105,C1orf100,chr1,244515437,244515937,244516437,+
ENSG00000035687,ENST00000366535,ADSS,chr1,244614937,244615437,244615937,-
ENSG00000179397,ENST00000366533,C1orf101,chr1,244624190,244624690,244625190,+
ENSG00000121644,ENST00000302550,DESI2,chr1,244815737,244816237,244816737,+
ENSG00000203667,ENST00000411948,COX20,chr1,244998124,244998624,244999124,+
ENSG00000153187,ENST00000444376,HNRNPU,chr1,245027345,245027845,245028345,-
ENSG00000203666,ENST00000366523,EFCAB2,chr1,245132671,245133171,245133671,+
ENSG00000162849,ENST00000407071,KIF26B,chr1,245317787,245318287,245318787,+
ENSG00000185420,ENST00000490107,SMYD3,chr1,246670060,246670560,246671060,-
ENSG00000162851,ENST00000366514,TFB2M,chr1,246729127,246729627,246730127,-
ENSG00000162852,ENST00000366513,CNST,chr1,246729248,246729748,246730248,+
ENSG00000143653,ENST00000366510,SCCPDH,chr1,246886849,246887349,246887849,+
ENSG00000153207,ENST00000326225,AHCTF1,chr1,247094227,247094727,247095227,-
ENSG00000197472,ENST00000339986,ZNF695,chr1,247170859,247171359,247171859,-
ENSG00000135747,ENST00000465049,ZNF670-ZNF695,chr1,247241539,247242039,247242539,-
ENSG00000277462,ENST00000366503,ZNF670,chr1,247241558,247242058,247242558,-
ENSG00000188295,ENST00000343381,ZNF669,chr1,247267175,247267675,247268175,-
ENSG00000196418,ENST00000543802,ZNF124,chr1,247334770,247335270,247335770,-
ENSG00000162714,ENST00000294753,ZNF496,chr1,247494546,247495046,247495546,-
ENSG00000162711,ENST00000336119,NLRP3,chr1,247580851,247581351,247581851,+
ENSG00000177535,ENST00000318749,OR2B11,chr1,247614785,247615285,247615785,-
ENSG00000169224,ENST00000536561,GCSAML,chr1,247669860,247670360,247670860,+
ENSG00000196242,ENST00000366487,OR2C3,chr1,247696642,247697142,247697642,-
ENSG00000177489,ENST00000320065,OR2G2,chr1,247751162,247751662,247752162,+
ENSG00000177476,ENST00000320002,OR2G3,chr1,247768388,247768888,247769388,+
ENSG00000197437,ENST00000359688,OR13G1,chr1,247835844,247836344,247836844,-
ENSG00000169214,ENST00000302084,OR6F1,chr1,247875558,247876058,247876558,-
ENSG00000241128,ENST00000366485,OR14A2,chr1,247886846,247887346,247887846,-
ENSG00000153230,ENST00000283225,OR14K1,chr1,247901417,247901917,247902417,+
ENSG00000221888,ENST00000408896,OR1C1,chr1,247921209,247921709,247922209,-
ENSG00000196772,ENST00000357627,OR14A16,chr1,247978532,247979032,247979532,-
ENSG00000197591,ENST00000355784,OR11L1,chr1,248004699,248005199,248005699,-
ENSG00000162722,ENST00000366481,TRIM58,chr1,248020001,248020501,248021001,+
ENSG00000238243,ENST00000360358,OR2W3,chr1,248058389,248058889,248059389,+
ENSG00000177462,ENST00000319968,OR2T8,chr1,248083820,248084320,248084820,+
ENSG00000177275,ENST00000318244,OR2AJ1,chr1,248096571,248097071,248097571,+
ENSG00000187080,ENST00000366480,OR2AK2,chr1,248128035,248128535,248129035,+
ENSG00000197454,ENST00000355281,OR2L5,chr1,248184750,248185250,248185750,+
ENSG00000203663,ENST00000366479,OR2L2,chr1,248201070,248201570,248202070,+
ENSG00000198128,ENST00000359959,OR2L3,chr1,248223484,248223984,248224484,+
ENSG00000196071,ENST00000358120,OR2L13,chr1,248261451,248261951,248262451,+
ENSG00000162727,ENST00000366476,OR2M5,chr1,248307950,248308450,248308950,+
ENSG00000198601,ENST00000359682,OR2M2,chr1,248342788,248343288,248343788,+
ENSG00000228198,ENST00000456743,OR2M3,chr1,248365870,248366370,248366870,+
ENSG00000171180,ENST00000306687,OR2M4,chr1,248401731,248402231,248402731,+
ENSG00000177212,ENST00000318021,OR2T33,chr1,248436617,248437117,248437617,-
ENSG00000177201,ENST00000317996,OR2T12,chr1,248458381,248458881,248459381,-
ENSG00000177186,ENST00000317965,OR2M7,chr1,248487371,248487871,248488371,-
ENSG00000177174,ENST00000317861,OR14C36,chr1,248511577,248512077,248512577,+
ENSG00000196944,ENST00000366475,OR2T4,chr1,248524383,248524883,248525383,+
ENSG00000198104,ENST00000355728,OR2T6,chr1,248550410,248550910,248551410,+
ENSG00000175143,ENST00000366474,OR2T1,chr1,248568796,248569296,248569796,+
ENSG00000196240,ENST00000342927,OR2T2,chr1,248615599,248616099,248616599,+
ENSG00000196539,ENST00000359594,OR2T3,chr1,248636152,248636652,248637152,+
ENSG00000203661,ENST00000366473,OR2T5,chr1,248651390,248651890,248652390,+
ENSG00000188558,ENST00000343414,OR2G6,chr1,248684448,248684948,248685448,+
ENSG00000182783,ENST00000328570,OR2T29,chr1,248722293,248722793,248723293,-
ENSG00000183310,ENST00000328782,OR2T34,chr1,248737559,248738059,248738559,-
ENSG00000184022,ENST00000330500,OR2T10,chr1,248756570,248757070,248757570,-
ENSG00000177151,ENST00000317450,OR2T35,chr1,248802060,248802560,248803060,-
ENSG00000187701,ENST00000344889,OR2T27,chr1,248813686,248814186,248814686,-
ENSG00000189181,ENST00000342623,OR14I1,chr1,248845106,248845606,248846106,-
ENSG00000266949,ENST00000590317,LYPD8,chr1,248902651,248903151,248903651,-
ENSG00000175137,ENST00000366472,SH3BP5L,chr1,249120333,249120833,249121333,-
ENSG00000171161,ENST00000306562,ZNF672,chr1,249131979,249132479,249132979,+
ENSG00000171163,ENST00000306601,ZNF692,chr1,249152772,249153272,249153772,-
ENSG00000185220,ENST00000329291,PGBD2,chr1,249199942,249200442,249200942,+
ENSG00000261456,ENST00000568584,TUBB8,chr10,95030,95530,96030,-
ENSG00000015171,ENST00000397962,ZMYND11,chr10,179905,180405,180905,+
ENSG00000180525,ENST00000441152,PRR26,chr10,695388,695888,696388,+
ENSG00000151240,ENST00000280886,DIP2C,chr10,735109,735609,736109,-
ENSG00000107929,ENST00000612396,LARP4B,chr10,977146,977646,978146,-
ENSG00000107937,ENST00000360803,GTPBP4,chr10,1033459,1033959,1034459,+
ENSG00000148377,ENST00000277517,IDI2,chr10,1071300,1071800,1072300,-
ENSG00000067064,ENST00000381344,IDI1,chr10,1094611,1095111,1095611,-
ENSG00000047056,ENST00000358220,WDR37,chr10,1094978,1095478,1095978,+
ENSG00000185736,ENST00000381312,ADARB2,chr10,1779171,1779671,1780171,-
ENSG00000067057,ENST00000381125,PFKP,chr10,3109212,3109712,3110212,+
ENSG00000107959,ENST00000380989,PITRM1,chr10,3214534,3215034,3215534,-
ENSG00000067082,ENST00000497571,KLF6,chr10,3826968,3827468,3827968,-
ENSG00000165568,ENST00000298375,AKR1E2,chr10,4867946,4868446,4868946,+
ENSG00000187134,ENST00000380872,AKR1C1,chr10,5004945,5005445,5005945,+
ENSG00000151632,ENST00000380753,AKR1C2,chr10,5045716,5046216,5046716,-
ENSG00000196139,ENST00000380554,AKR1C3,chr10,5135485,5135985,5136485,+
ENSG00000198610,ENST00000380448,AKR1C4,chr10,5236926,5237426,5237926,+
ENSG00000178473,ENST00000380433,UCN3,chr10,5406472,5406972,5407472,+
ENSG00000178462,ENST00000380419,TUBAL3,chr10,5446294,5446794,5447294,-
ENSG00000173848,ENST00000380359,NET1,chr10,5488074,5488574,5489074,+
ENSG00000178372,ENST00000380332,CALML5,chr10,5541019,5541519,5542019,-
ENSG00000178363,ENST00000315238,CALML3,chr10,5565472,5565972,5566472,+
ENSG00000196372,ENST00000357700,ASB13,chr10,5708042,5708542,5709042,-
ENSG00000108021,ENST00000328090,FAM208B,chr10,5726301,5726801,5727301,+
ENSG00000057608,ENST00000380191,GDI2,chr10,5855013,5855513,5856013,-
ENSG00000134461,ENST00000380094,ANKRD16,chr10,5931362,5931862,5932362,-
ENSG00000134452,ENST00000362091,FBXO18,chr10,5931694,5932194,5932694,+
ENSG00000134470,ENST00000379977,IL15RA,chr10,6019054,6019554,6020054,-
ENSG00000134460,ENST00000379959,IL2RA,chr10,6103789,6104289,6104789,-
ENSG00000134453,ENST00000446108,RBM17,chr10,6130809,6131309,6131809,+
ENSG00000170525,ENST00000625260,PFKFB3,chr10,6244340,6244840,6245340,+
ENSG00000065675,ENST00000263125,PRKCQ,chr10,6621764,6622264,6622764,-
ENSG00000198879,ENST00000397167,SFMBT2,chr10,7452949,7453449,7453949,-
ENSG00000123243,ENST00000397146,ITIH5,chr10,7708435,7708935,7709435,-
ENSG00000151655,ENST00000358415,ITIH2,chr10,7744732,7745232,7745732,+
ENSG00000151657,ENST00000379562,KIN,chr10,7829445,7829945,7830445,-
ENSG00000165629,ENST00000335698,ATP5C1,chr10,7829640,7830140,7830640,+
ENSG00000165632,ENST00000344293,TAF3,chr10,7859967,7860467,7860967,+
ENSG00000107485,ENST00000346208,GATA3,chr10,8096269,8096769,8097269,+
ENSG00000048740,ENST00000417956,CELF2,chr10,11206493,11206993,11207493,+
ENSG00000148429,ENST00000277575,USP6NL,chr10,11573775,11574275,11574775,-
ENSG00000134463,ENST00000379215,ECHDC3,chr10,11783865,11784365,11784865,+
ENSG00000148426,ENST00000277570,PROSER2,chr10,11864897,11865397,11865897,+
ENSG00000151461,ENST00000356352,UPF2,chr10,12077397,12077897,12078397,-
ENSG00000181192,ENST00000263035,DHTKD1,chr10,12110471,12110971,12111471,+
ENSG00000065665,ENST00000298428,SEC61A2,chr10,12171198,12171698,12172198,+
ENSG00000151465,ENST00000281141,CDC123,chr10,12237465,12237965,12238465,+
ENSG00000165609,ENST00000491614,NUDT5,chr10,12237624,12238124,12238624,-
ENSG00000183049,ENST00000619168,CAMK1D,chr10,12390981,12391481,12391981,+
ENSG00000151468,ENST00000378825,CCDC3,chr10,13043198,13043698,13044198,-
ENSG00000123240,ENST00000378748,OPTN,chr10,13141673,13142173,13142673,+
ENSG00000065328,ENST00000484800,MCM10,chr10,13203079,13203579,13204079,+
ENSG00000165623,ENST00000463405,UCMA,chr10,13275835,13276335,13276835,-
ENSG00000107537,ENST00000263038,PHYH,chr10,13341602,13342102,13342602,-
ENSG00000086475,ENST00000327347,SEPHS1,chr10,13389798,13390298,13390798,-
ENSG00000165626,ENST00000341083,BEND7,chr10,13544477,13544977,13545477,-
ENSG00000165630,ENST00000378572,PRPF18,chr10,13628427,13628927,13629427,+
ENSG00000282246,ENST00000601460,RP11-295P9.13,chr10,13651547,13652047,13652547,+
ENSG00000151474,ENST00000357447,FRMD4A,chr10,14372384,14372884,14373384,-
ENSG00000065809,ENST00000622567,FAM107B,chr10,14613689,14614189,14614689,-
ENSG00000185267,ENST00000465530,CDNF,chr10,14879572,14880072,14880572,-
ENSG00000187522,ENST00000378372,HSPA14,chr10,14879663,14880163,14880663,+
ENSG00000152455,ENST00000313519,SUV39H2,chr10,14920399,14920899,14921399,+
ENSG00000152457,ENST00000378278,DCLRE1C,chr10,14995548,14996048,14996548,-
ENSG00000197889,ENST00000407572,MEIG1,chr10,15000938,15001438,15001938,+
ENSG00000152463,ENST00000378228,OLAH,chr10,15085395,15085895,15086395,+
ENSG00000176244,ENST00000356189,ACBD7,chr10,15130276,15130776,15131276,-
ENSG00000152464,ENST00000616640,RPP38,chr10,15138679,15139179,15139679,+
ENSG00000152465,ENST00000378165,NMT2,chr10,15210193,15210693,15211193,-
ENSG00000148468,ENST00000378116,FAM171A1,chr10,15412559,15413059,15413559,-
ENSG00000077943,ENST00000378076,ITGA8,chr10,15761625,15762125,15762625,-
ENSG00000148481,ENST00000277632,FAM188A,chr10,15902020,15902520,15903020,-
ENSG00000165983,ENST00000378000,PTER,chr10,16478483,16478983,16479483,+
ENSG00000165985,ENST00000298943,C1QL3,chr10,16563505,16564005,16564505,-
ENSG00000148484,ENST00000377921,RSU1,chr10,16858883,16859383,16859883,-
ENSG00000107611,ENST00000377833,CUBN,chr10,17171331,17171831,17172331,-
ENSG00000107614,ENST00000377799,TRDMT1,chr10,17243182,17243682,17244182,-
ENSG00000026025,ENST00000544301,VIM,chr10,17269758,17270258,17270758,+
ENSG00000148488,ENST00000377602,ST8SIA6,chr10,17495830,17496330,17496830,-
ENSG00000165996,ENST00000361271,HACD1,chr10,17658877,17659377,17659877,-
ENSG00000136738,ENST00000377524,STAM,chr10,17685624,17686124,17686624,+
ENSG00000148483,ENST00000377495,TMEM236,chr10,17793751,17794251,17794751,+
ENSG00000183748,ENST00000331429,MRC1L1,chr10,17850862,17851362,17851862,+
ENSG00000184040,ENST00000480516,TMEM236,chr10,18040718,18041218,18041718,+
ENSG00000120586,ENST00000239761,MRC1,chr10,18097852,18098352,18098852,+
ENSG00000148482,ENST00000377374,SLC39A12,chr10,18240321,18240821,18241321,+
ENSG00000165995,ENST00000324631,CACNB2,chr10,18429106,18429606,18430106,+
ENSG00000241058,ENST00000377304,NSUN6,chr10,18940052,18940552,18941052,-
ENSG00000165997,ENST00000377275,ARL5B,chr10,18947834,18948334,18948834,+
ENSG00000204740,ENST00000454679,MALRD1,chr10,19337200,19337700,19338200,+
ENSG00000120594,ENST00000377252,PLXDC2,chr10,20104668,20105168,20105668,+
ENSG00000204683,ENST00000534331,C10orf113,chr10,21434989,21435489,21435989,-
ENSG00000078114,ENST00000417816,NEBL,chr10,21462617,21463117,21463617,-
ENSG00000204682,ENST00000377113,CASC10,chr10,21785692,21786192,21786692,-
ENSG00000180592,ENST00000449193,SKIDA1,chr10,21814112,21814612,21815112,-
ENSG00000078403,ENST00000377072,MLLT10,chr10,21822602,21823102,21823602,+
ENSG00000136770,ENST00000376980,DNAJC1,chr10,22292155,22292655,22293155,-
ENSG00000223601,ENST00000422359,EBLN1,chr10,22498451,22498951,22499451,-
ENSG00000148444,ENST00000376836,COMMD3,chr10,22604403,22604903,22605403,+
ENSG00000269897,ENST00000602390,COMMD3-BMI1,chr10,22604838,22605338,22605838,+
ENSG00000168283,ENST00000376663,BMI1,chr10,22609640,22610140,22610640,+
ENSG00000077327,ENST00000376624,SPAG6,chr10,22633899,22634399,22634899,+
ENSG00000150867,ENST00000376573,PIP4K2A,chr10,23002985,23003485,23003985,-
ENSG00000165309,ENST00000298032,ARMC3,chr10,23216453,23216953,23217453,+
ENSG00000148450,ENST00000376510,MSRB2,chr10,23383935,23384435,23384935,+
ENSG00000168267,ENST00000376504,PTF1A,chr10,23480756,23481256,23481756,+
ENSG00000179133,ENST00000323327,C10orf67,chr10,23633275,23633775,23634275,-
ENSG00000165312,ENST00000376495,OTUD1,chr10,23727887,23728387,23728887,+
ENSG00000120549,ENST00000376454,KIAA1217,chr10,24497593,24498093,24498593,+
ENSG00000269879,ENST00000596413,AL353583.1,chr10,24770133,24770633,24771133,-
ENSG00000107863,ENST00000396432,ARHGAP21,chr10,25012098,25012598,25013098,-
ENSG00000099256,ENST00000320152,PRTFDC1,chr10,25241034,25241534,25242034,-
ENSG00000151023,ENST00000331161,ENKUR,chr10,25304586,25305086,25305586,-
ENSG00000185875,ENST00000524413,THNSL1,chr10,25305087,25305587,25306087,+
ENSG00000151025,ENST00000376351,GPR158,chr10,25463491,25463991,25464491,+
ENSG00000095777,ENST00000265944,MYO3A,chr10,26222696,26223196,26223696,+
ENSG00000136750,ENST00000376261,GAD2,chr10,26504736,26505236,26505736,+
ENSG00000077420,ENST00000376236,APBB1IP,chr10,26726632,26727132,26727632,+
ENSG00000148459,ENST00000376215,PDSS1,chr10,26986088,26986588,26987088,+
ENSG00000136754,ENST00000376139,ABI1,chr10,27149401,27149901,27150401,-
ENSG00000107890,ENST00000376087,ANKRD26,chr10,27388922,27389422,27389922,-
ENSG00000136758,ENST00000376016,YME1L1,chr10,27442822,27443322,27443822,-
ENSG00000120539,ENST00000375946,MASTL,chr10,27443253,27443753,27444253,+
ENSG00000107897,ENST00000375905,ACBD5,chr10,27530560,27531060,27531560,-
ENSG00000182077,ENST00000438700,PTCHD3,chr10,27702798,27703298,27703798,-
ENSG00000099246,ENST00000356940,RAB18,chr10,27792697,27793197,27793697,+
ENSG00000150051,ENST00000375790,MKX,chr10,28034490,28034990,28035490,-
ENSG00000169126,ENST00000305242,ARMC4,chr10,28287478,28287978,28288478,-
ENSG00000150054,ENST00000337532,MPP7,chr10,28568572,28569072,28569572,-
ENSG00000095787,ENST00000354911,WAC,chr10,28821848,28822348,28822848,+
ENSG00000095739,ENST00000375533,BAMBI,chr10,28965771,28966271,28966771,+
ENSG00000120563,ENST00000375500,LYZL1,chr10,29577490,29577990,29578490,+
ENSG00000197321,ENST00000355867,SVIL,chr10,29923402,29923902,29924402,-
ENSG00000165757,ENST00000375377,KIAA1462,chr10,30347954,30348454,30348954,-
ENSG00000107951,ENST00000263063,MTPAP,chr10,30637749,30638249,30638749,-
ENSG00000107968,ENST00000263056,MAP3K8,chr10,30722366,30722866,30723366,+
ENSG00000151033,ENST00000375318,LYZL2,chr10,30918192,30918692,30919192,-
ENSG00000183621,ENST00000442986,ZNF438,chr10,31320367,31320867,31321367,-
ENSG00000148516,ENST00000320985,ZEB1,chr10,31607554,31608054,31608554,+
ENSG00000165322,ENST00000344936,ARHGAP12,chr10,32217236,32217736,32218236,-
ENSG00000170759,ENST00000302418,KIF5B,chr10,32344860,32345360,32345860,-
ENSG00000120616,ENST00000319778,EPC1,chr10,32635647,32636147,32636647,-
ENSG00000150093,ENST00000396033,ITGB1,chr10,33246323,33246823,33247323,-
ENSG00000099250,ENST00000265371,NRP1,chr10,33624691,33625191,33625691,-
ENSG00000148498,ENST00000374789,PARD3,chr10,35103750,35104250,35104750,-
ENSG00000108094,ENST00000374748,CUL2,chr10,35378793,35379293,35379793,-
ENSG00000095794,ENST00000345491,CREM,chr10,35415888,35416388,35416888,+
ENSG00000108100,ENST00000374704,CCNY,chr10,35625302,35625802,35626302,+
ENSG00000177291,ENST00000321660,GJD4,chr10,35893838,35894338,35894838,+
ENSG00000177283,ENST00000374694,FZD8,chr10,35930707,35931207,35931707,-
ENSG00000148513,ENST00000361713,ANKRD30A,chr10,37414285,37414785,37415285,+
ENSG00000256892,ENST00000544824,MTRNR2L7,chr10,37891403,37891903,37892403,-
ENSG00000198105,ENST00000395867,ZNF248,chr10,38146039,38146539,38147039,-
ENSG00000175395,ENST00000302609,ZNF25,chr10,38265062,38265562,38266062,-
ENSG00000189180,ENST00000458705,ZNF33A,chr10,38299098,38299598,38300098,+
